Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated,PER,PriceToBook,Volatilitas,ROI_Tahunan,DividendYield
PURA,Putra Rajawali Kencana Tbk.,2020-01-22,5946264082.0,Pengembangan,Transportation & Logistic,50.0,297313204100.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-01-22,2023-01-06,1.0,50.0,0.1611,0.0224,0.0074
PURE,Trinitan Metals and Minerals T,2019-10-09,1375181505.0,Utama,Basic Materials,51.0,70134256755.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2019-10-09,2023-01-06,1.0,51.0,0.7981,-0.275,0.0428
PURI,Puri Global Sukses Tbk.,2020-09-08,1000000000.0,Pengembangan,Properties & Real Estate,238.0,238000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-08 09:00:00,2023-01-06 15:00:00,2020-09-08,2023-01-06,1.0,238.0,0.7464,-0.2704,0.0507
PWON,Pakuwon Jati Tbk.,1989-10-09,48159602400.0,Utama,Properties & Real Estate,448.0,21575501875200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,448.0,0.6017,0.2059,0.037
PYFA,Pyridam Farma Tbk,2001-10-16,535080000.0,Pengembangan,Healthcare,855.0,457493400000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-10-16,2023-01-06,1.0,855.0,0.2272,-0.296,0.0397
PZZA,Sarimelati Kencana Tbk.,2018-05-23,3021875000.0,Utama,Consumer Cyclicals,530.0,1601593750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-23,2023-01-06,1.0,530.0,0.4321,-0.062,0.0468
RAFI,Sari Kreasi Boga Tbk.,2022-08-05,3128090000.0,Pengembangan,Consumer Cyclicals,124.0,387883160000.0,2022-08-05 09:00:00,2023-01-06 15:59:00,2022-08-05 09:00:00,2023-01-06 15:00:00,2022-08-05,2023-01-06,1.0,124.0,0.0734,0.1647,0.0413
RAJA,Rukun Raharja Tbk.,2006-04-19,4227082500.0,Utama,Energy,1035.0,4375030387500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-04-19,2023-01-06,1.0,1035.0,0.7622,0.2424,0.0385
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24,7096000000.0,Utama,Consumer Cyclicals,640.0,4541440000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2022-04-18,2023-01-06,1.0,640.0,0.3351,0.274,0.0718
RANC,Supra Boga Lestari Tbk.,2012-06-07,1564487500.0,Utama,Consumer Non-Cyclicals,795.0,1243767562500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-06-07,2023-01-06,1.0,795.0,0.2037,0.1118,0.0207
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19,2656212826.0,Utama,Properties & Real Estate,50.0,132810641300.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,50.0,0.7094,0.2628,0.0729
RCCC,Utama Radar Cahaya Tbk.,2022-08-02,750000000.0,Akselerasi,Transportation & Logistic,130.0,97500000000.0,2022-08-02 09:00:00,2023-01-06 15:59:00,2022-08-02 09:00:00,2023-01-06 15:00:00,2022-08-02,2023-01-06,1.0,130.0,0.6344,0.4082,0.0297
RDTX,Roda Vivatex Tbk,1990-05-14,268800000.0,Utama,Properties & Real Estate,10000.0,2688000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,10000.0,0.5779,0.3524,0.0405
REAL,Repower Asia Indonesia Tbk.,2019-12-06,6633610151.0,Pengembangan,Properties & Real Estate,50.0,331680507550.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-12-06,2023-01-06,1.0,50.0,0.7477,0.4455,0.0743
RELI,Reliance Sekuritas Indonesia T,2005-07-13,1800000000.0,Utama,Financials,550.0,990000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2005-07-13,2023-01-06,1.0,550.0,0.0914,0.3987,0.029
RICY,Ricky Putra Globalindo Tbk,1998-01-22,641717510.0,Utama,Consumer Cyclicals,81.0,51979118310.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,81.0,0.6184,0.2871,0.0214
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05,609130000.0,Pengembangan,Energy,494.0,300910220000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,494.0,0.4481,0.2488,0.0242
RIMO,Rimo International Lestari Tbk,2000-11-10,45080600000.0,Pengembangan,Properties & Real Estate,50.0,2254030000000.0,,,,,2001-04-16,2023-01-06,1.0,50.0,0.4423,0.4193,0.0326
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09,10945000000.0,Pengembangan,Consumer Cyclicals,975.0,10671375000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-07-09,2023-01-06,1.0,975.0,0.5888,0.2457,0.0033
RMBA,Bentoel Internasional Investam,1990-03-05,36401136250.0,Utama,Consumer Non-Cyclicals,306.0,11138747692500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2022-04-18,2023-01-06,1.0,306.0,0.4139,0.1977,0.0769
RMKE,RMK Energy Tbk.,2021-12-07,4375000000.0,Utama,Energy,930.0,4068750000000.0,2021-12-07 09:00:00,2023-01-06 15:59:00,2021-12-07 09:00:00,2023-01-06 15:00:00,2021-12-07,2023-01-06,1.0,930.0,0.1156,-0.07,0.0415
ROCK,Rockfields Properti Indonesia ,2020-09-10,1435185100.0,Pengembangan,Properties & Real Estate,294.0,421944419400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-10 09:00:00,2023-01-06 15:00:00,2020-09-10,2023-01-06,1.0,294.0,0.4832,0.3994,0.0267
RODA,Pikko Land Development Tbk.,2001-10-22,13592128209.0,Pengembangan,Properties & Real Estate,54.0,733974923286.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-10-22,2023-01-06,1.0,54.0,0.6402,0.1358,0.0368
RONY,Aesler Grup Internasional Tbk.,2020-04-09,1250000000.0,Pengembangan,Infrastructures,800.0,1000000000000.0,2021-11-01 09:00:00,2021-12-31 15:59:00,2020-04-16 09:00:00,2022-04-15 16:00:00,2020-04-09,2023-01-06,1.0,800.0,0.6432,-0.1536,0.0342
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28,6186488888.0,Utama,Consumer Non-Cyclicals,1300.0,8042435554400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2022-04-18,2023-01-06,1.0,1300.0,0.0649,0.0765,0.0056
RSGK,Kedoya Adyaraya Tbk.,2021-09-08,929675000.0,Utama,Healthcare,1090.0,1013345750000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06,1.0,1090.0,0.8274,0.4323,0.0568
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12,770000000.0,Pengembangan,Energy,308.0,237160000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2022-04-18,2023-01-06,1.0,308.0,0.6663,-0.1416,0.0022
RUNS,Global Sukses Solusi Tbk.,2021-09-08,983557875.0,Akselerasi,Technology,162.0,159336375750.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06,1.0,162.0,0.3305,0.2804,0.0388
SAFE,Steady Safe Tbk,1994-08-15,615145012.0,Pengembangan,Transportation & Logistic,220.0,135331902640.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,220.0,0.6441,0.3853,0.0471
SAME,Sarana Meditama Metropolitan T,2013-01-11,17113987263.0,Pengembangan,Healthcare,286.0,4894600357218.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-01-11,2023-01-06,1.0,286.0,0.7831,-0.2548,0.0721
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31,5125000000.0,Utama,Basic Materials,416.0,2132000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-03-31,2023-01-06,1.0,416.0,0.5022,0.1078,0.0576
SAPX,Satria Antaran Prima Tbk.,2018-10-03,833333300.0,Pengembangan,Transportation & Logistic,815.0,679166639500.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-03,2023-01-06,1.0,815.0,0.4182,0.4683,0.001
SATU,Kota Satu Properti Tbk.,2018-11-05,1375000000.0,Pengembangan,Properties & Real Estate,69.0,94875000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-05,2023-01-06,1.0,69.0,0.7754,-0.1766,0.0391
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08,4752933307.0,Pengembangan,Consumer Cyclicals,50.0,237646665350.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2020-04-08,2023-01-06,1.0,50.0,0.6535,0.4346,0.0779
SBMA,Surya Biru Murni Acetylene Tbk,2021-09-08,929483277.0,Pengembangan,Basic Materials,202.0,187755621954.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-09-08 09:00:00,2023-01-06 15:00:00,2021-09-08,2023-01-06,1.0,202.0,0.2968,0.2257,0.065
SCCO,Supreme Cable Manufacturing & ,1982-07-20,205583400.0,Utama,Industrials,8425.0,1732040145000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,8425.0,0.2697,0.2881,0.0245
SCMA,Surya Citra Media Tbk.,2002-07-16,73970569505.0,Utama,Consumer Cyclicals,206.0,15237937318030.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2002-07-16,2023-01-06,1.0,206.0,0.4099,0.3722,0.0613
SCNP,Selaras Citra Nusantara Perkas,2020-09-07,2500000000.0,Pengembangan,Consumer Cyclicals,242.0,605000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-07 09:00:00,2023-01-06 15:00:00,2020-09-07,2023-01-06,1.0,242.0,0.2163,0.2289,0.0286
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08,3600000.0,Pengembangan,Healthcare,29000.0,104400000000.0,2021-11-01 09:00:00,2023-01-06 21:30:00,2020-04-16 09:00:00,2023-01-06 21:30:00,2001-04-16,2023-01-06,1.0,29000.0,0.6104,0.1924,0.0366
SDMU,Sidomulyo Selaras Tbk.,2011-07-12,1135225000.0,Pengembangan,Transportation & Logistic,65.0,73789625000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-07-12,2023-01-06,1.0,65.0,0.8409,0.2866,0.0689
SDPC,Millennium Pharmacon Internati,1990-05-07,1274000000.0,Utama,Consumer Non-Cyclicals,258.0,328692000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,258.0,0.0548,0.2794,0.071
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15,8482552020.0,Utama,Financials,565.0,4792641891300.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2006-12-15,2023-01-06,1.0,565.0,0.4401,0.4,0.0513
SEMA,Semacom Integrated Tbk.,2022-01-10,1347000000.0,Pengembangan,Energy,147.0,198009000000.0,2022-01-10 09:00:00,2023-01-06 15:59:00,2022-01-10 09:00:00,2023-01-06 15:00:00,2022-01-10,2023-01-06,1.0,147.0,0.7315,0.0964,0.0532
SFAN,Surya Fajar Capital Tbk.,2019-06-19,1359934021.0,Pengembangan,Financials,1880.0,2556675959480.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-06-19,2023-01-06,1.0,1880.0,0.7632,-0.2957,0.0328
SGER,Sumber Global Energy Tbk.,2020-08-10,1959427139.0,Pengembangan,Energy,605.0,1185453419095.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-08-10 09:00:00,2023-01-06 15:00:00,2020-08-10,2023-01-06,1.0,605.0,0.6725,-0.2016,0.0569
SGRO,Sampoerna Agro Tbk.,2007-06-18,1818622000.0,Utama,Consumer Non-Cyclicals,2080.0,3782733760000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2007-06-18,2023-01-06,1.0,2080.0,0.6225,0.4439,0.0479
SHID,Hotel Sahid Jaya International,1990-05-08,1119326168.0,Pengembangan,Consumer Cyclicals,2440.0,2731155849920.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,2440.0,0.4088,0.0378,0.0042
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16,2719790000.0,Pengembangan,Energy,920.0,2502206800000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2016-06-16,2023-01-06,1.0,920.0,0.6526,0.4318,0.039
SICO,Sigma Energy Compressindo Tbk.,2022-04-08,910000000.0,Pengembangan,Energy,146.0,132860000000.0,2022-04-08 09:00:00,2023-01-06 15:59:00,2022-04-08 09:00:00,2023-01-06 15:00:00,2022-04-08,2023-01-06,1.0,146.0,0.519,0.2069,0.0448
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18,30000000000.0,Utama,Healthcare,745.0,22350000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-12-18,2023-01-06,1.0,745.0,0.6642,0.1807,0.0197
SILO,Siloam International Hospitals,2013-09-12,13006125000.0,Utama,Healthcare,1275.0,16582809375000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-09-12,2023-01-06,1.0,1275.0,0.6951,-0.029,0.0652
SIMA,Siwani Makmur Tbk,1994-06-03,442589871.0,Pengembangan,Basic Materials,50.0,22129493550.0,,,,,2001-04-16,2023-01-06,1.0,50.0,0.7035,0.1393,0.0187
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09,15816310000.0,Utama,Consumer Non-Cyclicals,410.0,6484687100000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-06-09,2023-01-06,1.0,410.0,0.6597,-0.0544,0.0625
SINI,Singaraja Putra Tbk.,2019-11-08,471826150.0,Pengembangan,Industrials,1325.0,625169648750.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-11-08,2023-01-06,1.0,1325.0,0.2161,-0.1322,0.0663
SIPD,Sreeya Sewu Indonesia Tbk.,1996-12-27,1339102579.0,Pengembangan,Consumer Non-Cyclicals,1400.0,1874743610600.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1400.0,0.6637,0.4033,0.0285
SKBM,Sekar Bumi Tbk.,2012-09-28,1730103217.0,Pengembangan,Consumer Non-Cyclicals,372.0,643598396724.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2012-09-28,2023-01-06,1.0,372.0,0.8168,-0.2252,0.0521
SKLT,Sekar Laut Tbk.,1993-09-08,690740500.0,Pengembangan,Consumer Non-Cyclicals,1950.0,1346943975000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1950.0,0.7239,0.2283,0.0694
SKRN,Superkrane Mitra Utama Tbk.,2018-10-11,1500000000.0,Pengembangan,Industrials,452.0,678000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-10-11,2023-01-06,1.0,452.0,0.0832,0.2421,0.0166
SKYB,Northcliff Citranusa Indonesia,2010-07-07,585000000.0,Pengembangan,Technology,51.0,29835000000.0,,,,,2010-07-07,2023-01-06,1.0,51.0,0.0969,0.0515,0.0148
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07,2000000000.0,Pengembangan,Consumer Cyclicals,270.0,540000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-10-07,2023-01-06,1.0,270.0,0.7616,0.4903,0.024
SMAR,Smart Tbk.,1992-11-20,2872193366.0,Pengembangan,Consumer Non-Cyclicals,4980.0,14303522962680.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,4980.0,0.5294,0.3867,0.0305
SMBR,Semen Baturaja (Persero) Tbk.,2013-06-28,9932534336.0,Utama,Basic Materials,388.0,3853823322368.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-06-28,2023-01-06,1.0,388.0,0.4144,-0.2764,0.0739
SMCB,Solusi Bangun Indonesia Tbk.,1977-08-10,9019381973.0,Utama,Basic Materials,1400.0,12627134762200.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1400.0,0.5392,0.3147,0.027
SMDM,Suryamas Dutamakmur Tbk.,1995-10-12,4772138237.0,Pengembangan,Properties & Real Estate,174.0,830352053238.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,174.0,0.4866,-0.2704,0.0494
SMDR,Samudera Indonesia  Tbk.,1999-07-05,3275120000.0,Utama,Transportation & Logistic,1840.0,6026220800000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1840.0,0.3573,-0.1634,0.0706
SMGR,Semen Indonesia (Persero) Tbk.,1991-07-08,5931520000.0,Utama,Basic Materials,7075.0,41965504000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,7075.0,0.8097,0.4106,0.0714
SMKL,Satyamitra Kemas Lestari Tbk.,2019-07-11,3405598451.0,Utama,Basic Materials,246.0,837777218946.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2019-07-11,2023-01-06,1.0,246.0,0.781,0.4949,0.0422
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09,1253000000.0,Akselerasi,Infrastructures,630.0,789390000000.0,2022-03-09 09:00:00,2023-01-06 15:59:00,2022-03-09 09:00:00,2023-01-06 15:00:00,2022-03-09,2023-01-06,1.0,630.0,0.1283,0.4326,0.0112
SMMA,Sinarmas Multiartha Tbk.,1995-07-05,6367664717.0,Utama,Financials,12150.0,77367126311550.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,12150.0,0.1459,-0.0696,0.0359
SMMT,Golden Eagle Energy Tbk.,1997-12-01,3150000000.0,Pengembangan,Energy,640.0,2016000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,640.0,0.6358,0.404,0.0454
SMRA,Summarecon Agung Tbk.,1990-05-07,16508568358.0,Utama,Properties & Real Estate,560.0,9244798280480.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,560.0,0.6299,-0.1459,0.0607
SMRU,SMR Utama Tbk.,2011-10-10,12499385782.0,Pengembangan,Energy,50.0,624969289100.0,,,,,2011-10-10,2023-01-06,1.0,50.0,0.0735,0.4118,0.0538
SMSM,Selamat Sempurna Tbk.,1996-09-09,5758675440.0,Utama,Consumer Cyclicals,1545.0,8897153554800.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,1545.0,0.7816,0.3922,0.0433
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29,450000000.0,Pengembangan,Consumer Cyclicals,695.0,312750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2021-03-29 09:00:00,2023-01-06 15:00:00,2021-03-29,2023-01-06,1.0,695.0,0.4019,0.1277,0.0111
SOCI,Soechi Lines Tbk.,2014-12-03,7059000000.0,Utama,Energy,176.0,1242384000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2014-12-03,2023-01-06,1.0,176.0,0.6956,-0.0122,0.0257
SOFA,Boston Furniture Industries Tb,2020-07-07,1653574499.0,Akselerasi,Consumer Cyclicals,28.0,46300085972.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-07-07 09:00:00,2023-01-06 15:00:00,2020-07-07,2023-01-06,1.0,28.0,0.2915,0.317,0.0085
SOHO,Soho Global Health Tbk.,2020-09-08,1269168239.0,Utama,Healthcare,5600.0,7107342138400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-09-08 09:00:00,2023-01-06 15:00:00,2020-09-08,2023-01-06,1.0,5600.0,0.0772,0.3282,0.0148
SONA,Sona Topas Tourism Industry Tb,1992-07-21,331200000.0,Utama,Consumer Cyclicals,4400.0,1457280000000.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2001-04-16,2023-01-06,1.0,4400.0,0.7395,0.0601,0.0325
SOSS,Shield On Service Tbk.,2018-11-06,660098805.0,Pengembangan,Industrials,400.0,264039522000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-11-06,2023-01-06,1.0,400.0,0.1709,0.2396,0.003
SOTS,Satria Mega Kencana Tbk.,2018-12-10,1000000075.0,Pengembangan,Consumer Cyclicals,320.0,320000024000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-12-10,2023-01-06,1.0,320.0,0.6319,0.0888,0.0517
SOUL,Mitra Tirta Buwana Tbk.,2023-01-06 00:00:00,1082500000.0,Akselerasi,Consumer Non-Cyclicals,99.0,107167500000.0,2023-01-06 09:00:00,2023-01-06 15:59:00,2023-01-06 09:00:00,2023-01-06 15:00:00,2023-01-06,2023-01-06,1.0,99.0,0.8238,0.2499,0.0275
SPMA,Suparma Tbk.,1994-11-16,2791233198.0,Utama,Basic Materials,482.0,1345374401436.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,482.0,0.4219,0.4702,0.032
SPTO,Surya Pertiwi Tbk.,2018-05-14,2700000000.0,Pengembangan,Industrials,545.0,1471500000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2018-05-14,2023-01-06,1.0,545.0,0.4365,-0.0324,0.0782
SQMI,Wilton Makmur Indonesia Tbk.,2004-07-15,15537591429.0,Pengembangan,Basic Materials,59.0,916717894311.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2004-07-15,2023-01-06,1.0,59.0,0.0747,0.26,0.0286
SRAJ,Sejahteraraya Anugrahjaya Tbk.,2011-04-11,12000705445.0,Utama,Healthcare,600.0,7200423267000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-04-11,2023-01-06,1.0,600.0,0.4529,-0.2971,0.0713
SRIL,Sri Rejeki Isman Tbk.,2013-06-17,20452176844.0,Utama,Consumer Cyclicals,146.0,2986017819224.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-06-17,2023-01-06,1.0,146.0,0.8489,-0.0094,0.0622
SRSN,Indo Acidatama Tbk,1993-01-11,6020000000.0,Utama,Basic Materials,52.0,313040000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,52.0,0.4957,-0.1721,0.0135
SRTG,Saratoga Investama Sedaya Tbk.,2013-06-26,13564835000.0,Utama,Financials,2360.0,32013010600000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-06-26,2023-01-06,1.0,2360.0,0.4769,-0.1018,0.0353
SSIA,Surya Semesta Internusa Tbk.,1997-03-27,4705249440.0,Utama,Infrastructures,260.0,1223364854400.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,260.0,0.0967,-0.098,0.0408
SSMS,Sawit Sumbermas Sarana Tbk.,2013-12-12,9525000000.0,Utama,Consumer Non-Cyclicals,1510.0,14382750000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2013-12-12,2023-01-06,1.0,1510.0,0.6235,0.0944,0.0779
SSTM,Sunson Textile Manufacture Tbk,1997-08-20,1170909181.0,Pengembangan,Consumer Cyclicals,790.0,925018252990.0,2021-11-01 09:00:00,2022-12-30 15:59:00,2020-04-16 09:00:00,2022-12-30 15:00:00,2001-04-16,2023-01-06,1.0,790.0,0.7637,-0.2195,0.0689
STAA,Sumber Tani Agung Resources Tb,2022-03-10,10903372600.0,Utama,Consumer Non-Cyclicals,1025.0,11175956915000.0,2022-03-10 09:00:00,2023-01-06 15:59:00,2022-03-10 09:00:00,2023-01-06 15:00:00,2022-03-10,2023-01-06,1.0,1025.0,0.759,0.0096,0.0139
STAR,Buana Artha Anugerah Tbk.,2011-07-13,4800000602.0,Utama,Financials,139.0,667200083678.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2011-07-13,2023-01-06,1.0,139.0,0.7162,0.0709,0.0778
STTP,Siantar Top Tbk.,1996-12-16,1310000000.0,Pengembangan,Consumer Non-Cyclicals,7600.0,9956000000000.0,2021-11-01 09:00:00,2023-01-06 15:59:00,2020-04-16 09:00:00,2023-01-06 15:00:00,2001-04-16,2023-01-06,1.0,7600.0,0.8081,0.4094,0.0686
